ENSEMBL	chromosome_name	start_position	end_position
ENSG00000069248	1	229440259	229508341
ENSG00000143207	1	175944831	176207286
ENSG00000265800	17	75138416	75141350
ENSG00000263786	17	75145261	75146546
ENSG00000231256	17	43780435	43787620
ENSG00000188612	17	75165586	75182959
ENSG00000181754	1	109504178	109509738
ENSG00000091490	4	25747433	25863760
ENSG00000234584	2	157725708	157736005
ENSG00000179542	X	143622790	143636101
ENSG00000169860	3	152835131	152841439
ENSG00000105516	19	48630030	48637379
ENSG00000162620	1	74026015	74198187
ENSG00000139517	13	27545913	27620529
ENSG00000152128	2	134455759	134719000
ENSG00000158258	3	139935185	140577397
ENSG00000166455	16	81053497	81077267
ENSG00000173540	3	49716844	49723973
ENSG00000165923	11	47659591	47715389
ENSG00000260083	16	30875222	30895220
ENSG00000112182	6	89926528	90296843
ENSG00000136040	12	94148577	94307675
ENSG00000153786	16	84974175	85011535
ENSG00000269151	19	46390515	46404276
ENSG00000177733	5	137745651	137754363
ENSG00000134508	18	23134564	23260470
ENSG00000143322	1	179099330	179229684
ENSG00000113645	5	168291645	168472303
ENSG00000266236	17	82482098	82483388
ENSG00000135900	2	223957463	223967714
ENSG00000154945	17	50693198	50707914
ENSG00000262967	17	50693448	50695449
ENSG00000162368	1	47333790	47378839
ENSG00000182325	8	144355431	144359376
ENSG00000213373	17	42874670	42898704
ENSG00000050405	12	50175788	50283520
ENSG00000083807	19	58479512	58512413
ENSG00000145216	4	53377641	53460862
ENSG00000084710	2	25042076	25159135
ENSG00000161217	3	196214222	196287957
ENSG00000172878	2	171999943	172082430
ENSG00000231507	1	203273221	203288804
ENSG00000168542	2	188974373	189012746
ENSG00000189159	17	75135248	75168281
ENSG00000118007	3	136336236	136752403
ENSG00000024526	1	68474152	68497221
ENSG00000155974	12	66347431	67069162
ENSG00000096384	6	44246166	44253888
ENSG00000135919	2	223975045	224039318
ENSG00000184863	7	155644451	155781485
ENSG00000083838	19	58474017	58481230
ENSG00000269653	19	38184376	38186265
ENSG00000268093	19	48619272	48624132
ENSG00000076067	12	56521820	56596193
ENSG00000233791	1	203298758	203305315
ENSG00000165140	9	94603133	94640249
ENSG00000164008	1	42767245	42779491
ENSG00000103313	16	3242027	3256633
ENSG00000159388	1	203305491	203309602
ENSG00000233493	19	55379244	55384292
ENSG00000271698	8	144353228	144355609
ENSG00000198055	5	177403204	177442901
ENSG00000107807	10	101131300	101137789
ENSG00000128191	22	20080232	20111877
ENSG00000139364	12	125186386	125662377
ENSG00000163879	1	37556919	37566857
ENSG00000123815	19	40691514	40725784
ENSG00000261087	8	101166805	101169629
ENSG00000236021	1	176207646	176447919
ENSG00000011485	19	46347087	46392981
ENSG00000106333	7	100602363	100608175
ENSG00000206530	3	113286930	113441610
ENSG00000162849	1	245154985	245709432
ENSG00000110427	11	33376108	33674102
ENSG00000272661	7	151240399	151240972
ENSG00000266947	17	35231450	35242963
ENSG00000105993	7	157335381	157417439
ENSG00000080823	14	102224500	102305190
ENSG00000148384	9	136428619	136439845
ENSG00000245970	8	98041726	98044121
ENSG00000116096	2	72887382	72892158
ENSG00000104312	8	89757806	89791064
ENSG00000088035	1	63367575	63438553
ENSG00000129667	17	76470891	76501790
ENSG00000169245	4	76021118	76023497
ENSG00000087470	12	32679200	32745650
ENSG00000231890	2	135985124	136022593
ENSG00000167114	9	128340527	128361470
ENSG00000124688	6	43629540	43640941
ENSG00000063176	19	48619291	48630717
ENSG00000165685	12	10170542	10191804
ENSG00000099385	16	30833626	30894302
ENSG00000169189	16	27224994	27268772
ENSG00000277007	1	219270774	219273387
ENSG00000267009	17	68413623	68524949
ENSG00000228536	1	219409039	219459369
ENSG00000082014	7	151238764	151277896
ENSG00000231346	1	111599655	111608723
ENSG00000213906	14	24305734	24312053
ENSG00000142156	21	45981770	46005050
ENSG00000105711	19	35030470	35040449
ENSG00000136275	7	47795291	47819847
ENSG00000159915	19	44259880	44275317
ENSG00000274386	1	42784991	42816619
ENSG00000124313	X	53225828	53321350
ENSG00000272977	22	25476218	25479971
ENSG00000256377	12	27696388	27710803
ENSG00000108932	17	68267026	68291267
ENSG00000213903	14	24311450	24318036
ENSG00000103653	15	74782080	74803197
ENSG00000197852	1	111680630	111755824
ENSG00000173894	17	79778148	79787983
ENSG00000160973	8	144473412	144475849
ENSG00000178685	8	143977153	144012772
ENSG00000169248	4	76033682	76041415
ENSG00000134697	1	37566816	37595937
ENSG00000073969	17	46590669	46757464
ENSG00000261838	16	81069854	81076598
ENSG00000087842	X	15384799	15493564
ENSG00000135272	7	114922094	115019917
ENSG00000251003	8	105546089	106060524
ENSG00000174600	12	108288044	108339317
ENSG00000214694	2	38889875	38975454
ENSG00000260643	16	81053587	81096296
ENSG00000112319	6	133240514	133532128
ENSG00000224116	7	41693884	41779388
ENSG00000254687	8	53177571	53242683
ENSG00000134323	2	15940550	15947007
ENSG00000129187	4	182890060	182917936
ENSG00000020256	20	52051663	52204308
ENSG00000260464	1	93847174	93848939
ENSG00000183508	1	117606048	117628389
ENSG00000171551	2	232479827	232487834
ENSG00000136305	14	24305187	24311430
ENSG00000266896	6	169770413	169772042
ENSG00000185420	1	245749342	246507312
ENSG00000185803	8	144333957	144361286
ENSG00000140905	16	81081945	81096395
ENSG00000125657	19	6531026	6535924
ENSG00000182687	17	76074781	76077537
ENSG00000122641	7	41667168	41705834
ENSG00000033100	7	151232483	151240979
ENSG00000186919	17	76071961	76083666
ENSG00000153250	2	160272151	160493807
ENSG00000122176	1	203340628	203351758
ENSG00000134955	11	125063302	125090516
ENSG00000141337	17	68259182	68422731
ENSG00000131188	5	177446445	177456286
ENSG00000004534	3	49940007	50100045
ENSG00000197565	X	108155607	108439497
ENSG00000205302	5	122775079	122834543
ENSG00000140534	15	89575469	89631056
ENSG00000168152	4	82900684	82919969
ENSG00000204764	5	170861870	171300015
ENSG00000130300	19	17351450	17377342
ENSG00000228340	20	60087826	60653784
ENSG00000002746	7	43112629	43566001
ENSG00000184984	15	33968497	34067458
ENSG00000174236	12	27696447	27697596
ENSG00000143199	1	167809386	167914215
ENSG00000258708	14	37171888	37173811
ENSG00000131503	5	140401814	140539856
ENSG00000165807	14	64549920	64589381
ENSG00000108384	17	58692573	58735611
ENSG00000113327	5	162000057	162162977
ENSG00000183032	14	36677921	37172606
ENSG00000158186	3	138347648	138405534
ENSG00000133731	8	81656914	81686331
ENSG00000182180	10	73248843	73252693
ENSG00000169857	15	33858782	34075155
ENSG00000166851	16	23677656	23690367
ENSG00000178074	2	199911293	199955935
ENSG00000115866	2	135905881	135986100
ENSG00000167881	17	76038775	76072517
ENSG00000164073	4	127917799	127966034
ENSG00000100426	22	49853844	49890080
ENSG00000118257	2	205681990	205798133
ENSG00000112297	6	106360717	106572017
ENSG00000167632	8	139727725	140458579
ENSG00000188783	1	203475806	203491352
ENSG00000132561	8	97868840	98036724
ENSG00000178338	5	178859953	178888122
ENSG00000051596	5	175917873	176034680
ENSG00000164068	3	49689538	49721529
ENSG00000162851	1	246540561	246566261
ENSG00000169896	16	31259967	31332892
ENSG00000104823	19	38815422	38831841
ENSG00000182580	3	184561785	184582408
ENSG00000168143	6	54846771	54945099
ENSG00000178301	11	77589391	77610356
ENSG00000261116	6	54943167	54945099
ENSG00000125741	19	45527767	45602212
ENSG00000251259	4	105137280	105140619
ENSG00000007047	19	45079288	45305284
ENSG00000177464	19	45589764	45602212
ENSG00000067334	1	93866284	93879918
ENSG00000115232	2	181457202	181538940
ENSG00000131187	5	177402133	177416583
ENSG00000196950	2	195575977	195737702
ENSG00000011638	16	21158377	21180616
ENSG00000139438	12	109713825	109770495
ENSG00000058804	1	53765478	53838463
ENSG00000011454	9	122940833	123104866
ENSG00000143252	1	161314381	161363206
ENSG00000158555	11	75434640	75525941
ENSG00000161202	3	184155377	184173614
ENSG00000121211	4	153344649	153415118
ENSG00000162402	1	55066359	55215364
ENSG00000106336	7	100583982	100601117
ENSG00000136861	9	120388875	120580170
ENSG00000117385	1	42746335	42767084
ENSG00000093144	6	127288712	127343609
ENSG00000160439	19	55039108	55071291
ENSG00000172757	11	65823022	65862026
ENSG00000111907	6	125119049	125264407
ENSG00000130158	19	11199295	11262524
ENSG00000149571	11	126423358	127003460
ENSG00000163393	1	115976513	116070054
ENSG00000074201	11	77514936	77637794
ENSG00000277283	12	120116907	120119000
ENSG00000250929	8	103121032	103132966
ENSG00000163362	1	200891048	200915742
ENSG00000176853	8	123768439	123815452
ENSG00000127252	3	193241128	193277738
ENSG00000175711	17	82942149	83051809
ENSG00000111737	12	120095099	120117502
ENSG00000184154	11	72080337	72096895
ENSG00000073670	17	44758988	44781846
ENSG00000170469	5	139396563	139404089
ENSG00000165973	11	20669551	21575686
ENSG00000185129	5	140107777	140125619
ENSG00000275371	16	30110895	30111955
ENSG00000112200	6	57086844	57170305
ENSG00000169946	8	104590733	105804539
ENSG00000117262	1	145607988	145670650
ENSG00000245146	5	140071312	140109274
ENSG00000261367	16	30107675	30110541
ENSG00000162852	1	246566444	246668595
ENSG00000172061	3	194355249	194369743
ENSG00000178732	3	194394821	194399266
ENSG00000102886	16	30104810	30113537
ENSG00000198231	17	63773603	63819317
ENSG00000175970	12	120710458	120723640
ENSG00000112541	6	165327287	165988117
ENSG00000273576	17	39566915	39567559
ENSG00000006432	14	70722526	70809534
ENSG00000100294	22	43132209	43143398
ENSG00000137714	11	110429948	110464884
ENSG00000148671	10	86968432	86983934
ENSG00000166924	7	100483927	100494802
ENSG00000147586	8	79918717	80030289
ENSG00000110108	11	60914158	60923443
ENSG00000272333	19	35717973	35738880
ENSG00000104946	19	49877666	49888750
ENSG00000272902	2	101151660	101155412
ENSG00000167778	12	53064316	53079404
ENSG00000164074	4	127965306	128039953
ENSG00000158435	2	101252886	101270316
ENSG00000176340	11	63974620	63976543
ENSG00000146263	6	97142161	97283217
ENSG00000272734	10	86965345	86971311
ENSG00000009790	1	209756032	209782320
ENSG00000163564	1	158930796	158977059
ENSG00000198169	8	144720907	144756417
ENSG00000126500	11	64035931	64119173
ENSG00000162980	2	151788984	151828492
ENSG00000213139	3	186538441	186546702
ENSG00000184292	1	58575433	58577252
ENSG00000173269	10	86935540	86969481
ENSG00000133315	11	63998558	64166113
ENSG00000149972	11	99020949	100358885
ENSG00000100083	22	37608725	37633564
ENSG00000167523	16	89657740	89671272
ENSG00000128708	2	171922448	171983686
ENSG00000235852	2	190880797	190882059
ENSG00000137494	11	83193712	83260694
ENSG00000131096	17	43952733	44004469
ENSG00000104341	8	97775057	97853013
ENSG00000149231	11	96349241	96389956
ENSG00000170502	4	87422573	87459455
ENSG00000156219	4	76011184	76112802
ENSG00000257337	12	53012884	53054450
ENSG00000058668	1	203626787	203744081
ENSG00000130340	6	157700387	157945077
ENSG00000272158	14	65003325	65003767
ENSG00000123374	12	55966781	55972789
ENSG00000198939	5	178895898	178933212
ENSG00000134775	18	36297713	36780220
ENSG00000117877	19	45406644	45410737
ENSG00000064042	4	41359607	41700044
ENSG00000110002	11	124115404	124147721
ENSG00000143630	1	155277463	155289848
ENSG00000127334	12	67648338	67665406
ENSG00000166387	11	7513298	7657127
ENSG00000090621	1	39560709	39576790
ENSG00000211452	1	53891239	53911086
ENSG00000100209	22	28742039	28757515
ENSG00000081087	6	108041409	108165854
ENSG00000173406	1	56994778	58546734
ENSG00000258289	14	64914361	64944591
ENSG00000150907	13	40555667	40666641
ENSG00000141562	17	82458180	82490537
ENSG00000181036	1	159800511	159816257
ENSG00000173988	13	46211940	46277366
ENSG00000164949	8	94249253	94262350
ENSG00000196943	14	24299850	24309124
ENSG00000080031	19	55181247	55209506
ENSG00000196911	6	116681187	116741867
ENSG00000111676	12	6924463	6942321
ENSG00000272264	8	80032724	80033300
ENSG00000278472	15	33972059	33972515
ENSG00000176444	1	155262868	155278491
ENSG00000236088	17	13755574	14069495
ENSG00000135503	12	51951699	51997078
ENSG00000216895	7	155611231	155645205
ENSG00000147257	X	133535745	133987100
ENSG00000174501	2	95836919	95991831
ENSG00000112531	6	163414000	163578592
ENSG00000164331	5	73552190	73565667
ENSG00000006695	17	14069490	14231736
ENSG00000176834	12	118063593	118136026
ENSG00000182173	17	75515944	75524735
ENSG00000109501	4	6269849	6303265
ENSG00000167702	8	144466043	144474202
ENSG00000173267	10	86958599	86963258
ENSG00000204673	19	49869033	49878459
ENSG00000173915	10	103389041	103396492
ENSG00000136531	2	165194993	165392310
ENSG00000189308	4	82909973	83012926
ENSG00000173391	12	10158301	10172138
ENSG00000008952	3	169966635	169998373
ENSG00000079462	19	42297033	42303546
ENSG00000101473	20	45841721	45857405
ENSG00000125740	19	45467995	45475179
ENSG00000136527	3	185914558	185938103
ENSG00000131196	18	79395856	79529325
ENSG00000170892	19	54189938	54194536
ENSG00000198963	9	74497335	74693177
ENSG00000122861	10	73909177	73917496
ENSG00000117407	1	43933320	43937240
ENSG00000273066	9	136799223	136810042
ENSG00000228544	9	136803927	136808848
ENSG00000268069	12	47784923	47786002
ENSG00000196378	8	144772224	144787345
ENSG00000173212	1	116111399	116138149
ENSG00000216937	10	32446140	32882874
ENSG00000119285	1	236549005	236604516
ENSG00000122188	1	203765177	203776372
ENSG00000213213	9	136796338	136807741
ENSG00000100784	14	90847861	91060641
ENSG00000087258	16	56191390	56357444
ENSG00000205041	19	40273489	40275479
ENSG00000172638	11	65866441	65873592
ENSG00000105072	19	16496394	16521352
ENSG00000119328	9	108934400	108950744
ENSG00000229502	6	157872571	157875210
ENSG00000274902	12	47731908	47732351
ENSG00000055483	17	78787381	78841441
ENSG00000188931	1	161364733	161367876
ENSG00000174547	11	66435075	66466738
ENSG00000244586	3	55487699	55488308
ENSG00000256325	12	68828118	68828553
ENSG00000090520	3	186567403	186585800
ENSG00000116337	1	109616104	109632051
ENSG00000120370	1	170531819	170553834
ENSG00000162692	1	100719742	100739045
ENSG00000114251	3	55465715	55490539
ENSG00000186310	X	93670930	93673578
ENSG00000089220	12	118136124	118145584
ENSG00000258056	12	55729094	55730857
ENSG00000197961	19	9560329	9584504
ENSG00000274859	12	118066398	118066725
ENSG00000155511	5	153489615	153813869
ENSG00000280303	8	140636281	140638283
ENSG00000115112	2	121216587	121285202
ENSG00000231407	1	170460453	170532647
ENSG00000136877	9	127794597	127814327
ENSG00000022267	X	136146702	136211359
ENSG00000105221	19	40230317	40285536
ENSG00000036257	2	224470150	224585397
ENSG00000101246	20	63698642	63708025
ENSG00000115415	2	190908460	191020960
ENSG00000010310	19	45668221	45683722
ENSG00000163923	3	187120948	187180908
ENSG00000270379	17	35854946	35868891
ENSG00000163389	3	119468963	119494708
ENSG00000180346	4	89111533	89114901
ENSG00000116132	1	170662728	170739421
ENSG00000141570	17	79792132	79801683
ENSG00000133935	14	75649791	75660876
ENSG00000152942	5	69369293	69414801
ENSG00000158113	12	122167738	122203471
ENSG00000182199	12	57229573	57234935
ENSG00000113300	5	180494379	180578358
ENSG00000213719	6	31730581	31739763
ENSG00000103494	16	53598153	53703938
ENSG00000141127	17	18840085	18931287
ENSG00000116183	1	176463171	176845601
ENSG00000198792	22	38219291	38273010
ENSG00000249379	6	53503109	53507660
ENSG00000149577	11	117178736	117197445
ENSG00000112984	5	138178719	138187723
ENSG00000119326	9	108942569	109013522
ENSG00000108106	19	55399745	55407788
ENSG00000262155	16	25066937	25088618
ENSG00000272173	12	6943508	6944604
ENSG00000134954	11	128458761	128587558
ENSG00000164708	7	44062727	44065567
ENSG00000175548	12	38316762	38329721
ENSG00000111678	12	6942978	6946003
ENSG00000160050	1	32200595	32205453
ENSG00000181467	3	153162226	153170627
ENSG00000185504	17	81539885	81553961
ENSG00000225790	3	177930758	177940299
ENSG00000145632	5	58453982	58460139
ENSG00000119862	2	64453969	64461381
ENSG00000239775	7	44064908	44066079
ENSG00000113838	3	186546067	186570543
ENSG00000088448	13	110878540	110915069
ENSG00000116852	1	200969390	201023714
ENSG00000228526	1	9148011	9198906
ENSG00000019186	20	54153446	54173986
ENSG00000234546	1	9182004	9196284
ENSG00000020426	14	60734742	60969965
ENSG00000204287	6	32439878	32445046
ENSG00000104856	19	45001449	45038198
ENSG00000103534	16	19410496	19499113
ENSG00000074370	17	3923870	3964464
ENSG00000116001	2	70209444	70248660
ENSG00000180787	17	5078467	5096374
ENSG00000237651	2	61145068	61164828
ENSG00000108107	19	55385932	55403250
ENSG00000239911	7	151877042	151879229
ENSG00000133874	8	33547754	33567128
ENSG00000274769	2	61115787	61164825
ENSG00000261326	1	23281307	23287488
ENSG00000140374	15	76188555	76311730
ENSG00000232956	7	44983019	44986961
ENSG00000137135	9	35658875	35675866
ENSG00000229180	7	66526088	66592397
ENSG00000149273	11	75399515	75422280
ENSG00000261097	13	46296445	46297844
ENSG00000176884	9	137139154	137168756
ENSG00000135926	2	218274197	218292586
ENSG00000160789	1	156082573	156140081
ENSG00000111077	12	53046969	53064379
ENSG00000076554	8	80034745	80231232
ENSG00000152092	1	176857302	177164973
ENSG00000164180	5	88189633	88269476
ENSG00000128606	7	102913000	102945111
ENSG00000123453	9	133663560	133739955
ENSG00000106617	7	151556124	151877125
ENSG00000163512	3	28315003	28349050
ENSG00000227051	14	96039362	96093971
ENSG00000065882	4	37891084	38139175
ENSG00000145335	4	89700345	89838315
ENSG00000072858	3	113532555	113629575
ENSG00000115840	2	171783405	171999859
ENSG00000065135	1	109548615	109600195
ENSG00000260465	16	66720897	66731785
ENSG00000104951	19	49889654	49929539
ENSG00000181856	17	7281718	7288257
ENSG00000077274	X	111245099	111270483
ENSG00000111145	12	96194375	96269824
ENSG00000166398	19	34254552	34355566
ENSG00000205846	12	8455962	8478330
ENSG00000136279	7	44044640	44069456
ENSG00000164742	7	45574140	45723116
ENSG00000131115	19	44207547	44237268
ENSG00000198034	X	72255679	72277248
ENSG00000163734	4	74036589	74038807
ENSG00000268403	11	9459556	9460702
ENSG00000137942	1	93448118	93554661
ENSG00000128059	4	56393362	56435615
ENSG00000160991	7	102433106	102456825
ENSG00000203783	1	153217584	153219310
ENSG00000069188	17	73334384	73644445
ENSG00000115271	2	162318840	162371595
ENSG00000146192	6	37005646	37029069
ENSG00000110367	11	118747763	118791164
ENSG00000121933	1	111483348	111563962
ENSG00000248429	4	158170752	158202877
ENSG00000129295	8	132570416	132675592
ENSG00000165660	10	124801819	124836667
ENSG00000105552	19	48795062	48811029
ENSG00000132613	16	70661204	70686053
ENSG00000146592	7	28299321	28825894
ENSG00000135776	1	229516582	229558707
ENSG00000169116	4	74933095	75050115
ENSG00000167770	11	63985853	64001811
ENSG00000163882	3	184361710	184368596
ENSG00000213462	7	64990356	65006743
ENSG00000229152	13	110894639	110899172
ENSG00000275052	2	55547292	55618880
ENSG00000223776	1	236523052	236524508
ENSG00000088854	20	3249306	3407669
ENSG00000273058	1	236536162	236536704
ENSG00000152926	7	64971772	65006684
ENSG00000206557	3	32817997	32897824
ENSG00000130724	19	58551452	58555105
ENSG00000160284	21	46161148	46184476
ENSG00000158195	1	27404230	27490167
ENSG00000188185	7	39733430	39793092
ENSG00000278376	11	118791254	118793137
ENSG00000198890	1	107056674	107067636
ENSG00000255422	11	118700427	118750263
ENSG00000267649	19	55216660	55221616
ENSG00000172530	16	87949244	88077318
ENSG00000164125	4	158124474	158173318
ENSG00000147403	X	154389955	154409168
ENSG00000136628	1	219968600	220046530
ENSG00000130725	19	58555712	58558954
ENSG00000136869	9	117704175	117724735
ENSG00000182578	5	150053291	150113372
ENSG00000159884	9	35658290	35661511
ENSG00000161040	7	102812838	103074839
ENSG00000166741	11	114257787	114313536
ENSG00000185432	12	50923472	50932510
ENSG00000007255	19	45162928	45178237
ENSG00000169515	19	46410329	46413564
ENSG00000115414	2	215360440	215436073
ENSG00000184492	2	113498665	113501155
ENSG00000178568	2	211375717	212538841
ENSG00000122971	12	120725774	120740008
ENSG00000277443	6	113857345	113863475
ENSG00000144063	2	110083870	110116022
ENSG00000177954	1	153990762	153992155
ENSG00000214708	17	32141226	32143135
ENSG00000144840	3	120684938	120742993
ENSG00000198933	17	47694161	47712052
ENSG00000111850	6	87322583	87399749
ENSG00000188886	2	96122818	96138502
ENSG00000170417	2	102736905	103019900
ENSG00000148835	10	103367966	103389065
ENSG00000012061	19	45407334	45478828
ENSG00000175063	20	45812576	45816957
ENSG00000123975	9	89311195	89316703
ENSG00000143344	1	183636085	183928532
ENSG00000233058	3	194487140	194521156
ENSG00000244675	3	194496317	194501503
ENSG00000127580	16	684622	690444
ENSG00000163872	3	183697797	183812624
ENSG00000123358	12	52022832	52059507
ENSG00000133657	3	194402672	194498364
ENSG00000114354	3	100709295	100748964
ENSG00000125931	X	72301638	72307187
ENSG00000168067	11	64784918	64803241
ENSG00000104973	19	49818282	49840383
ENSG00000101134	20	54475593	54651169
ENSG00000089818	12	8076939	8097881
ENSG00000267219	19	34348356	34359412
ENSG00000273156	4	82344876	82346842
ENSG00000119632	14	94127779	94130253
ENSG00000105372	19	41860255	41872925
ENSG00000276445	19	39812972	39813555
ENSG00000090013	19	40447765	40465764
ENSG00000245060	5	180830326	180839742
ENSG00000058673	1	203795623	203854999
ENSG00000204116	X	73563197	73687111
ENSG00000164463	5	173056352	173139284
ENSG00000159374	2	74557883	74648338
ENSG00000185046	12	98726457	99984936
ENSG00000130528	19	49151198	49155396
ENSG00000198754	1	39769523	39771348
ENSG00000169136	19	49928702	49933935
ENSG00000138346	10	68414064	68472121
ENSG00000019169	2	118942194	118994660
ENSG00000103254	16	720581	722590
ENSG00000117362	1	150265399	150269580
ENSG00000105793	7	90335223	90391453
ENSG00000116985	1	39757182	39788865
ENSG00000182013	19	46466491	46471563
ENSG00000163888	3	184259213	184261553
ENSG00000151320	14	32329298	32837684
ENSG00000135631	2	73073382	73156721
ENSG00000161653	17	44004622	44009068
ENSG00000118514	6	134917393	134950115
ENSG00000066336	11	47354860	47378547
ENSG00000261101	X	101627868	101628523
ENSG00000262454	16	14301389	14331067
ENSG00000173226	3	121769761	121835079
ENSG00000186871	X	72204657	72239027
ENSG00000061273	12	47782722	47833132
ENSG00000189127	5	80556755	80570280
ENSG00000184207	16	2211593	2214840
ENSG00000125352	X	119870475	119871733
ENSG00000101974	X	139726346	139945276
ENSG00000197385	3	31981750	31991723
ENSG00000073861	17	47733236	47746122
ENSG00000135404	12	55725323	55729707
ENSG00000125356	X	119871832	119876662
ENSG00000279078	7	127997597	128000077
ENSG00000129990	19	55171196	55180289
ENSG00000231993	22	41174591	41197456
ENSG00000168672	8	126552443	126558478
ENSG00000183785	22	18110100	18146683
ENSG00000143036	1	94820342	94895246
ENSG00000117569	1	96721665	96823738
ENSG00000188227	19	37506939	37548762
ENSG00000118900	16	4846665	4882401
ENSG00000197157	7	127652194	128092609
ENSG00000214160	3	184242301	184249548
ENSG00000100393	22	41092592	41180077
ENSG00000258405	19	52453553	52516882
ENSG00000163565	1	158999968	159055155
ENSG00000187634	1	923923	944575
ENSG00000171786	1	160367071	160372846
ENSG00000181523	17	80206716	80220923
ENSG00000104497	8	81799581	81842866
ENSG00000255135	11	76435559	76444690
ENSG00000227811	1	111739579	111747798
ENSG00000184897	3	129314771	129316286
ENSG00000160336	19	53431984	53461862
ENSG00000074054	2	121337776	121649476
ENSG00000242048	7	151806490	151810820
ENSG00000108423	17	59859479	59892945
ENSG00000160993	7	102456238	102464863
ENSG00000273363	10	44958917	44959458
ENSG00000274070	7	74964705	75031528
ENSG00000259658	15	101732201	101746870
ENSG00000159917	19	44228729	44305046
ENSG00000165507	10	44970981	44978809
ENSG00000135801	1	229593121	229626047
ENSG00000084072	1	39692182	39763914
ENSG00000173320	4	183797692	184023526
ENSG00000141027	17	16029157	16218185
ENSG00000164086	3	52048919	52056571
ENSG00000272567	4	112272968	112273316
ENSG00000174579	3	136148917	136197241
ENSG00000233885	3	183806457	183810783
ENSG00000135763	1	229626247	229660200
ENSG00000183770	3	138944224	138947137
ENSG00000145604	5	36151989	36196849
ENSG00000134352	5	55935095	55995022
ENSG00000136731	2	128091200	128195677
ENSG00000187855	12	107774704	107776644
ENSG00000105131	19	15226919	15233435
ENSG00000150471	4	61200326	62078335
ENSG00000141576	17	76142465	76240493
ENSG00000102309	X	72181353	72302926
ENSG00000133393	16	15865719	15888625
ENSG00000255248	11	122028325	122556721
ENSG00000234160	9	37509150	37510299
ENSG00000164338	5	73565443	73583380
ENSG00000240859	7	149549	155465
ENSG00000274259	6	33437363	33454453
ENSG00000222047	10	73909969	73922777
ENSG00000165689	9	136401922	136410614
ENSG00000109099	17	15229773	15272292
ENSG00000162909	1	223701593	223776018
ENSG00000163738	4	74114174	74303099
ENSG00000104331	8	56957931	56993867
ENSG00000114646	3	47562238	47580792
ENSG00000240682	3	129127415	129161063
ENSG00000153767	3	120742637	120783069
ENSG00000052749	10	97356358	97426076
ENSG00000138398	2	169584342	169641406
ENSG00000228201	16	648473	649200
ENSG00000125266	13	106489745	106535662
ENSG00000257167	12	98512973	98516422
ENSG00000086666	15	80059568	80138393
ENSG00000064270	16	84368527	84464187
ENSG00000159335	12	6765516	6770952
ENSG00000113272	5	157731420	157741449
ENSG00000187118	3	28241584	28325142
ENSG00000162631	1	107140007	107484923
ENSG00000226004	6	137943079	137957657
ENSG00000170965	X	134565838	134764322
ENSG00000271880	10	86970741	87010126
ENSG00000180488	1	77779624	77879540
ENSG00000007062	4	15963076	16084378
ENSG00000152894	6	127968785	128520616
ENSG00000235813	X	134599457	134606254
ENSG00000257398	12	107809483	107864562
ENSG00000119685	14	75633625	75955079
ENSG00000203872	6	87344813	87365463
ENSG00000104970	19	54532692	54545771
ENSG00000224950	1	116493016	116499212
ENSG00000240875	3	156747343	156817062
ENSG00000164022	4	106315544	106349456
ENSG00000269910	14	103694516	103695050
ENSG00000213676	6	32115264	32128253
ENSG00000158545	16	88570403	88631964
ENSG00000122779	7	138460259	138589996
ENSG00000256053	14	103562960	103607523
ENSG00000075336	18	74148523	74160531
ENSG00000179044	16	67184379	67190185
ENSG00000177542	11	790475	798281
ENSG00000198862	21	28928144	28992956
ENSG00000262001	18	3603000	3610103
ENSG00000132376	17	1494577	1516742
ENSG00000260388	13	47930153	47932622
ENSG00000225335	22	18076527	18078884
ENSG00000131400	19	50358477	50365830
ENSG00000188037	7	143316111	143352083
ENSG00000146013	5	138252380	138274621
ENSG00000134222	1	109279556	109283186
ENSG00000166478	11	9460319	9528524
ENSG00000144445	2	210021421	210171409
ENSG00000144645	3	31657912	32077580
ENSG00000135823	1	180972712	181023121
ENSG00000180834	3	183815922	183825594
ENSG00000168061	11	65040901	65044828
ENSG00000253746	8	37405439	37406724
ENSG00000165626	10	13438484	13529014
ENSG00000160051	1	32205671	32208682
ENSG00000188021	X	56563627	56567868
ENSG00000076258	1	171314183	171342084
ENSG00000198521	19	21804946	21852125
ENSG00000169288	4	77862830	77952785
ENSG00000163814	3	45082277	45146422
ENSG00000224066	1	32204769	32206814
ENSG00000235706	14	95157645	95181475
ENSG00000276289	21	7816675	7829926
ENSG00000173198	X	78271468	78327691
ENSG00000158813	X	69616067	70039472
ENSG00000115170	2	157736251	157876330
ENSG00000184144	1	205042937	205078289
ENSG00000173153	11	64305497	64316743
ENSG00000092853	1	35720218	35769978
ENSG00000179119	11	18606403	18634791
ENSG00000196123	16	67175599	67184040
ENSG00000129654	17	76136333	76141245
ENSG00000215193	22	18077923	18105396
ENSG00000141510	17	7661779	7687538
ENSG00000139988	14	67701886	67734451
ENSG00000267858	19	58559125	58574797
ENSG00000156650	10	74824927	75032624
ENSG00000048052	7	18086949	19002416
ENSG00000174529	1	205083129	205084460
ENSG00000173517	15	77100656	77420144
ENSG00000183010	17	81932384	81942412
ENSG00000170540	16	18791669	18801572
ENSG00000164091	3	52254434	52288020
ENSG00000272764	10	5813985	5814441
ENSG00000138617	15	65234460	65300618
